Status [1]	Topic	Objective Description	Baseline Value	Baseline Year	Final Value [2]	Final Year	Target	Movement Toward Target [3]	Movement Away From Baseline [4] (if movement not toward target)	Movement Statistically Significant [5][6]
3	Hearing and Other Sensory or Communication Disorders	ENT—VSL-14.1. Adults whose balance or dizziness problems have not improved (age-adjusted percent, ages 18 and over)	61.5	2008	61.1	2016	55.3	6.5	...	No
3	Hearing and Other Sensory or Communication Disorders	ENT—VSL-14.2. Adults whose balance or dizziness problems prevent them from participating in regular activities (age-adjusted percent, ages 18 and over)	23.3	2008	23.2	2016	21.0	4.3	...	No
1	Hearing and Other Sensory or Communication Disorders	ENT—VSL-14.3. Adults who miss work or school days because of balance and dizziness problems (age-adjusted percent, ages 18 and over)	14.5	2008	12.2	2016	13.0	153.3	...	No
1	Hearing and Other Sensory or Communication Disorders	ENT—VSL-15.1. Adults who have fallen in the past 5 years due to dizziness, vertigo, or imbalance (age-adjusted percent, ages 18 and over)	55.6	2008	42.1	2016	50.0	241.1	...	Yes
3	Hearing and Other Sensory or Communication Disorders	ENT—VSL-15.2. Adults with balance or dizziness problems who were injured from a fall in the past 12 months (age-adjusted percent, ages 18 and over)	41.7	2008	41.2	2016	37.5	11.9	...	No
6	Hearing and Other Sensory or Communication Disorders	ENT—VSL-16. Health care for smell or taste disorders (age-adjusted percent, ages 40 and over)	18.5	2011–2014	...		...	...	...	...
6	Hearing and Other Sensory or Communication Disorders	ENT—VSL-17. Treatment for smell or taste disorders (age-adjusted percent, ages 40 and over)	6.0	2011–2014	...		...	...	...	...
6	Hearing and Other Sensory or Communication Disorders	ENT—VSL-18. Quality of life with smell or taste disorders (age-adjusted percent, ages 40 and over)	4.7	2011–2014	...		...	...	...	...
6	Hearing and Other Sensory or Communication Disorders	ENT—VSL-19. Health care for communication disorders (age-adjusted percent, ages 18 and over)	12.8	2012	...		...	...	...	...
6	Hearing and Other Sensory or Communication Disorders	ENT—VSL-20. Rehabilitation services for communication disorders (age-adjusted percent, ages 18 and over)	11.7	2012	...		...	...	...	...
6	Hearing and Other Sensory or Communication Disorders	ENT—VSL-21. Rehabilitation services for children aged 3–17 years with communication disorders (percent)	59.7	2012	...		...	...	...	...
6	Hearing and Other Sensory or Communication Disorders	ENT—VSL-22. Quality of life after speech language pathology therapy for communication disorders (age-adjusted percent, ages 18 and over)	71.5	2012	...		...	...	...	...
6	Hearing and Other Sensory or Communication Disorders	ENT—VSL-23.1. Internet resources for voice, speech, and language communication disorders (age-adjusted percent, ages 18 and over)	31.9	2012	...		...	...	...	...
6	Hearing and Other Sensory or Communication Disorders	ENT—VSL-23.2. Internet resources for hearing-related disorders (age-adjusted percent, ages 18 and over)	9.2	2014	...		...	...	...	...
6	Hearing and Other Sensory or Communication Disorders	ENT—VSL-23.3. Internet resources for balance disorders (age-adjusted percent, ages 18 and over)	20.3	2016	...		...	...	...	...
1	Heart Disease and Stroke	HDS-2. Coronary heart disease deaths (age adjusted, per 100,000 population)	129.2	2007	92.9	2017	103.4	140.7	...	Yes
2	Heart Disease and Stroke	HDS-3. Stroke deaths (age adjusted, per 100,000 population)	43.5	2007	37.6	2017	34.8	67.8	...	Yes
1	Heart Disease and Stroke	HDS-4. Adults who had their blood pressure measured in past 2 years and know their blood pressure level (age-adjusted percent, ages 18 and over)	90.6	2008	92.8	2017	92.6	110.0	...	Yes
3	Heart Disease and Stroke	HDS-5.1. Adults with hypertension (age-adjusted percent, ages 18 and over)	29.9	2005–2008	29.5	2013–2016	26.9	13.3	...	No
1	Heart Disease and Stroke	HDS-5.2. Children and adolescents with hypertension (percent, ages 8–17 years)	3.5	2005–2008	2.2	2013–2016	3.2	433.3	...	No
1	Heart Disease and Stroke	HDS-6. Adults having blood cholesterol screening in past 5 years (age-adjusted percent, ages 18 and over)	74.6	2008	88.0	2017	82.1	178.7	...	Yes
1	Heart Disease and Stroke	HDS-7. Adults with high blood cholesterol levels (age-adjusted percent, ages 20 and over)	15.0	2005–2008	11.7	2013–2016	13.5	220.0	...	Yes
2	Heart Disease and Stroke	HDS-8. Mean total blood cholesterol levels (age adjusted, mg/dL, ages 20 and over)	197.7	2005–2008	190.9	2013–2016	177.9	34.3	...	Yes
4	Heart Disease and Stroke	HDS-9.1. Adults with prehypertension who meet the recommended guidelines for body mass index (age-adjusted percent, ages 18 and over)	28.7	2005–2008	23.2	2013–2016	33.0	...	19.2	Yes
3	Heart Disease and Stroke	HDS-9.2. Adults with prehypertension who meet the recommended guidelines for saturated fat consumption (age-adjusted percent, ages 18 and over)	31.4	2005–2008	26.6	2013–2016	35.7	...	15.3	No
3	Heart Disease and Stroke	HDS-9.4. Adults with prehypertension who meet the recommended guidelines for physical activity (age-adjusted percent, ages 18 and over)	37.4	2007–2010	40.1	2013–2016	42.1	57.4	...	No
4	Heart Disease and Stroke	HDS-10.1. Adults with hypertension who meet the recommended guidelines for body mass index (age-adjusted percent, ages 18 and over)	18.0	2005–2008	12.7	2013–2016	21.6	...	29.4	Yes
4	Heart Disease and Stroke	HDS-10.2. Adults with hypertension who meet the recommended guidelines for saturated fat consumption (age-adjusted percent, ages 18 and over)	30.5	2005–2008	25.9	2013–2016	35.7	...	15.1	Yes
3	Heart Disease and Stroke	HDS-10.3. Adults with hypertension who meet the recommended guidelines for sodium intake (age-adjusted percent, ages 18 and over)	0.66	2009–2012	0.83	2013–2016	1.19	32.1	...	No
3	Heart Disease and Stroke	HDS-10.4. Adults with hypertension who meet the recommended guidelines for physical activity (age-adjusted percent, ages 18 and over)	28.0	2007–2010	31.8	2013–2016	33.7	66.7	...	No
2	Heart Disease and Stroke	HDS-11. Adults with hypertension taking medication to lower blood pressure (age-adjusted percent, ages 18 and over)	63.2	2005–2008	67.2	2013–2016	69.5	63.5	...	Yes
2	Heart Disease and Stroke	HDS-12. Adults with hypertension whose blood pressure is under control (age-adjusted percent, ages 18 and over)	43.7	2005–2008	47.8	2013–2016	61.2	23.4	...	Yes
3	Heart Disease and Stroke	HDS-15.1. Physician office visits by women with no history of cardiovascular disease that include prescription of aspirin or other antiplatelet medication (percent, ages 55–79)	17.7	2006–2007	21.5	2014–2015	24.8	53.5	...	No
1	Heart Disease and Stroke	HDS-15.2. Physician office visits by men with no history of cardiovascular disease that include prescription of aspirin or other antiplatelet medication (percent, ages 45–79)	15.9	2006–2007	21.6	2014–2015	19.5	158.3	...	Yes
1	Heart Disease and Stroke	HDS-16.1. Adults who are aware of heart attack symptoms and the importance of calling 9–1–1 (age-adjusted percent, ages 20 and over)	37.2	2008	48.4	2017	40.9	302.7	...	Yes
1	Heart Disease and Stroke	HDS-16.2. Adults who are aware of heart attack symptoms (age-adjusted percent, ages 20 and over)	39.6	2008	50.1	2017	43.6	262.5	...	Yes
1	Heart Disease and Stroke	HDS-16.3. Adults who are aware of the importance of calling 9–1–1 for a heart attack (age-adjusted percent, ages 20 and over)	91.8	2008	95.0	2017	93.8	160.0	...	Yes
1	Heart Disease and Stroke	HDS-17.1. Adults who are aware of stroke symptoms and the importance of calling 9–1–1 (age-adjusted percent, ages 20 and over)	51.3	2009	67.3	2017	56.4	313.7	...	Yes
1	Heart Disease and Stroke	HDS-17.2. Adults who are aware of stroke symptoms (age-adjusted percent, ages 20 and over)	53.9	2009	68.9	2017	59.3	277.8	...	Yes
1	Heart Disease and Stroke	HDS-17.3. Adults who are aware of the importance of calling 9–1–1 for a stroke (age-adjusted percent, ages 20 and over)	92.7	2009	96.4	2017	94.7	185.0	...	Yes
4	Heart Disease and Stroke	HDS-19.1. Heart attack patients who receive fibrinolytic therapy within 30 minutes of hospital arrival (percent)	70.0	2009	59.0	2017	77.0	...	15.7	Yes
2	Heart Disease and Stroke	HDS-19.2. Heart attack patients receiving percutaneous intervention within 90 minutes of hospital arrival (percent)	90.4	2009	96.0	2017	99.4	62.2	...	Yes
1	Heart Disease and Stroke	HDS-19.3. Stroke patients receiving acute reperfusion therapy within 3 hours of symptom onset (percent)	74.1	2009	88.5	2014	81.5	194.6	...	Yes
3	Heart Disease and Stroke	HDS-20.1. Adults with coronary heart disease who have their low-density lipoprotein (LDL) cholesterol at or below recommended levels (age-adjusted percent, ages 20 and over)	52.3	2005–2008	48.1	2013–2016	67.5	...	8.0	No
3	Heart Disease and Stroke	HDS-20.2. Adults who have had a stroke who have their low-density lipoprotein (LDL) cholesterol at or below recommended levels (age-adjusted percent, ages 20 and over)	33.4	2005–2008	29.1	2013–2016	56.1	...	12.9	No
3	Heart Disease and Stroke	HDS-21. Physician office visits by adults with a history of cardiovascular disease that include prescription of aspirin or other antiplatelet medication to prevent recurrent cardiovascular events (percent)	45.7	2006–2007	51.6	2014–2015	51.9	95.2	...	No
4	Heart Disease and Stroke	HDS-22. Heart attack survivors referred to a cardiac rehabilitation program (percent)	77.1	2009	69.7	2017	84.8	...	9.6	Yes
6	Heart Disease and Stroke	HDS-23. Stroke survivors assessed for or referred to stroke rehabilitation services (percent)	96.2	2009	98.0	2014	...	...	...	...
1	Heart Disease and Stroke	HDS-24.1. Heart failure hospitalizations (per 1,000 population, ages 65–74)	10.4	2007	8.7	2010	9.4	170.0	...	No
3	Heart Disease and Stroke	HDS-24.2. Heart failure hospitalizations (per 1,000 population, ages 75–84)	23.4	2007	21.6	2010	21.1	78.3	...	No
3	Heart Disease and Stroke	HDS-24.3. Heart failure hospitalizations (per 1,000 population, ages 85 and over)	38.7	2007	43.7	2010	34.8	...	12.9	No
1	Heart Disease and Stroke	HDS-25. Physician office visits by adults with hypertension whose blood pressure is controlled (percent, ages 18 and over)	58.3	2006–2007	64.5	2014–2015	64.1	106.9	...	Yes
2	HIV	HIV-1. New HIV diagnoses (number, all ages)	43,806	2010	38,739	2017	32,855	46.3	...	...
2	HIV	HIV-2. New HIV infections (number, ages 13 years and over)	41,100	2010	38,700	2016	31,400	24.7	...	Yes
1	HIV	HIV-8.1. Perinatally acquired HIV infection, by year of birth (number)	253	2008	48	2016	191	330.6	...	...
1	HIV	HIV-12. HIV infection deaths (age adjusted, per 100,000 population)	3.7	2007	1.6	2017	3.3	525.0	...	Yes
2	HIV	HIV-13. Knowledge of serostatus among HIV-positive persons (percent, ages 13 years and over)	82.8	2010	85.8	2016	90.0	41.7	...	...
1	HIV	HIV-14.2. Men who have sex with men tested for HIV in past 12 months (percent, ages 18 and over)	62.2	2008	76.6	2017	68.4	232.3	...	...
2	HIV	HIV-19. Linkage to HIV medical care (percent, ages 13 years and over)	70.2	2010	78.3	2017	85.0	54.7	...	...
3	HIV	HIV-20. Retention in HIV medical care among persons with diagnosed HIV infections (percent, ages 13 years and over)	54.7	2010	57.6	2016	90.0	8.2	...	...
2	HIV	HIV-22.1. Viral suppression (percent, ages 13 years and over)	46.0	2010	61.5	2016	80.0	45.6	...	...
2	HIV	HIV-22.2. Viral suppression among youth (percent, ages 13–24)	30.9	2010	53.8	2016	80.0	46.6	...	...
2	HIV	HIV-22.3. Viral suppression among injection drug users (percent, ages 13 years and over)	39.6	2010	53.6	2016	80.0	34.7	...	...
1	HIV	HIV-24. HIV risk behaviors, young gay and bisexual males (percent, grades 9–12)	35.2	2015	29.1	2017	30.7	135.6	...	...
1	Immunization and Infectious Diseases	IID-1.1. U.S.-acquired cases of congenital rubella syndrome in children (number, under age 1 year)	0	2008	0	2017	0	...	...	...
1	Immunization and Infectious Diseases	IID-1.2. Cases of Haemophilus (italics) influenzae (italics) type b in children (per 100,000, under age 5 years)	0.30	2008	0.18	2017	0.27	400.0	...	...
1	Immunization and Infectious Diseases	IID-1.3. New cases of hepatitis B (per 100,000, ages 2–18 years)	0.1	2007	0.0	2016	0.0	100.0	...	...
2	Immunization and Infectious Diseases	IID-1.4. U.S.-acquired cases of measles (number)	115	2008	99	2017	30	18.8	...	...
4	Immunization and Infectious Diseases	IID-1.5. U.S.-acquired cases of mumps (number)	421	2008	6,027	2017	500	...	1,331.6	...
4	Immunization and Infectious Diseases	IID-1.6. Cases of pertussis in children (number, under age 1 year)	2,777	2004–2008	3,056	2013–2017	2,500	...	10.0	...
4	Immunization and Infectious Diseases	IID-1.7. Cases of pertussis in adolescents (number, ages 11–18)	3,995	2000–2004	7,522	2013–2017	2,000	...	88.3	...
1	Immunization and Infectious Diseases	IID-1.8. U.S.-acquired cases of acute paralytic poliomyelitis (number)	0	2008	0	2017	0	...	...	...
1	Immunization and Infectious Diseases	IID-1.9. U.S.-acquired cases of rubella (number)	10	2008	2	2017	10	...	...	...
2	Immunization and Infectious Diseases	IID-1.10. Cases of varicella (chicken pox) (number, ages 17 years and under)	586,000	2008	279,303	2015	100,000	63.1	...	...
1	Immunization and Infectious Diseases	IID-2. Early onset group B streptococcal disease in newborns (per 1,000 live births, ages 0–6 days)	0.30	2008	0.25	2013	0.25	100.0	...	...
1	Immunization and Infectious Diseases	IID-3. Cases of meningococcal disease (number)	1,215	2004–2008	418	2013–2017	1,094	658.7	...	...
1	Immunization and Infectious Diseases	IID-4.1. New invasive pneumococcal infections in children (per 100,000 population, under age 5 years)	21.1	2008	9.6	2013	12.0	126.4	...	...
1	Immunization and Infectious Diseases	IID-4.2. New invasive pneumococcal infections in adults (per 100,000 population, ages 65 and over)	40.7	2008	30.5	2013	31.0	105.2	...	...
1	Immunization and Infectious Diseases	IID-4.3. Invasive antibiotic-resistant pneumococcal infections in children (per 100,000 population, under age 5 years)	8.3	2008	3.7	2013	6.0	200.0	...	...
2	Immunization and Infectious Diseases	IID-4.4. Invasive antibiotic-resistant pneumococcal infections in adults (per 100,000 population, ages 65 and over)	12.2	2008	10.2	2013	9.0	62.5	...	...
3	Immunization and Infectious Diseases	IID-5. Antibiotics prescribed for ear infections in children (percent, under age 5 years)	77.8	2006–2007	78.9	2010–2011	70.0	...	1.4	No
